Crypto,Date,Time - 24 Hour Format,Time - 12 Hour Format,volume,open,Close Minus Open,Adj Close Minus Open,Close Minus Adj Close,High Minus Open,High Minus Close,High Minus Adj Close,High Minus Low,close,adj_close,high,low,Trade Impact
ALNY,17-07-2023,13:30:00,1:30 PM,1234100,208,-5.169998169,-5.169998169,0,10.88000488,16.05000305,16.05000305,17.02000427,202.8300018,202.8300018,218.8800049,201.8600006,Negative Impact
KDA-USD,09-12-2022,00:00:00,12:00 AM,4648508,1.037385941,-0.017837882,-0.017837882,0,0.025194049,0.043031931,0.043031931,0.051308036,1.019548059,1.019548059,1.062579989,1.011271954,Negative Impact
CHR-USD,12-03-2024,00:00:00,12:00 AM,23429285,0.424769014,0.01938799,0.01938799,0,0.023196995,0.003809005,0.003809005,0.046840012,0.444157004,0.444157004,0.447966009,0.401125997,Positive Impact
OMIKAMI-USD,04-05-2024,00:00:00,12:00 AM,7410,0.002745,6.00E-06,6.00E-06,0,5.70E-05,5.10E-05,5.10E-05,9.00E-05,0.002751,0.002751,0.002802,0.002712,Negative Impact
BITCOIN25220-USD,02-11-2024,00:00:00,12:00 AM,9068430,0.201552004,-0.003946006,-0.003946006,0,0.020200998,0.024147004,0.024147004,0.030405,0.197605997,0.197605997,0.221753001,0.191348001,Negative Impact
CTY-USD,14-01-2023,00:00:00,12:00 AM,0,0.576490998,0.02451098,0.02451098,0,0.041397989,0.016887009,0.016887009,0.042182982,0.601001978,0.601001978,0.617888987,0.575706005,Positive Impact
ALPHA-USD,06-04-2023,00:00:00,12:00 AM,3248403,0.112186998,0.000165999,0.000165999,0,0.001098,0.000932001,0.000932001,0.004157998,0.112352997,0.112352997,0.113284998,0.109127,Positive Impact
NMC-USD,22-04-2017,00:00:00,12:00 AM,388932,0.776979983,0.02296102,0.02296102,0,0.034081995,0.011120975,0.011120975,0.049376965,0.799941003,0.799941003,0.811061978,0.761685014,Positive Impact
TEMCO-USD,19-04-2019,00:00:00,12:00 AM,281623,0.001749,9.20E-05,9.20E-05,0,0.00026,0.000168,0.000168,0.000261,0.001841,0.001841,0.002009,0.001748,Negative Impact
NTX13198-USD,09-02-2023,00:00:00,12:00 AM,1564158,0.067558996,-0.008408997,-0.008408997,0,0.008881003,0.01729,0.01729,0.023215,0.059149999,0.059149999,0.076439999,0.053224999,Negative Impact
STARL-USD,07-02-2025,00:00:00,12:00 AM,333768,1.00E-06,0,0,0,0,0,0,0,1.00E-06,1.00E-06,1.00E-06,1.00E-06,No Impact
BYTE28664-USD,10-03-2025,00:00:00,12:00 AM,34544,2.00E-06,0,0,0,1.00E-06,1.00E-06,1.00E-06,1.00E-06,2.00E-06,2.00E-06,3.00E-06,2.00E-06,No Impact
WAXP-USD,04-12-2023,00:00:00,12:00 AM,14858006,0.062595002,0.002048999,0.002048999,0,0.002149001,0.000100002,0.000100002,0.002852004,0.064644001,0.064644001,0.064744003,0.061891999,Positive Impact
LMR-USD,17-02-2023,00:00:00,12:00 AM,76567,0.00755,9.90E-05,9.90E-05,0,0.000211,0.000112,0.000112,0.000313,0.007649,0.007649,0.007761,0.007448,Negative Impact
ORCA-USD,07-01-2022,00:00:00,12:00 AM,7289944,3.812056065,-0.219434023,-0.219434023,0,0.037220955,0.256654978,0.256654978,0.295880079,3.592622042,3.592622042,3.84927702,3.55339694,Negative Impact
WCORE-USD,04-06-2023,00:00:00,12:00 AM,163413,1.399925947,-0.225558996,-0.225558996,0,0,0.225558996,0.225558996,0.249996901,1.174366951,1.174366951,1.399925947,1.149929047,Negative Impact
DEXT-USD,04-11-2021,00:00:00,12:00 AM,255439,0.582041025,-0.056348026,-0.056348026,0,0.000350952,0.056698978,0.056698978,0.071357965,0.525692999,0.525692999,0.582391977,0.511034012,Negative Impact
LISTA-USD,04-02-2025,00:00:00,12:00 AM,9767974,0.197248995,-0.015153989,-0.015153989,0,0.001521006,0.016674995,0.016674995,0.028070003,0.182095006,0.182095006,0.198770002,0.170699999,Negative Impact
DOME-USD,23-02-2024,00:00:00,12:00 AM,531619,0.000625,-6.00E-05,-6.00E-05,0,2.00E-06,6.20E-05,6.20E-05,6.50E-05,0.000565,0.000565,0.000627,0.000562,Negative Impact
BAND-USD,24-06-2021,00:00:00,12:00 AM,35867496,5.457705975,0.160482883,0.160482883,0,0.244490147,0.084007263,0.084007263,0.619247913,5.618188858,5.618188858,5.702196121,5.082948208,Positive Impact
BBF-USD,17-02-2025,00:00:00,12:00 AM,423574,0.009543,5.60E-05,5.60E-05,0,0.000708,0.000651999,0.000651999,0.001034,0.009599,0.009599,0.010251,0.009217,Negative Impact
ETHDYDX-USD,12-09-2024,00:00:00,12:00 AM,13869477,0.889374971,0.020173013,0.020173013,0,0.030276,0.010102987,0.010102987,0.036712945,0.909547985,0.909547985,0.919650972,0.882938027,Positive Impact
EQB-USD,30-07-2023,00:00:00,12:00 AM,55328,0.111754,-0.003874004,-0.003874004,0,0.006366998,0.010241002,0.010241002,0.016628996,0.107879996,0.107879996,0.118120998,0.101492003,Negative Impact
BDX-USD,08-11-2023,00:00:00,12:00 AM,2980470,0.037220001,0.0002,0.0002,0,0.000398997,0.000198998,0.000198998,0.000820998,0.037420001,0.037420001,0.037618998,0.036798,Positive Impact
WAVES-USD,24-09-2024,00:00:00,12:00 AM,11271182,1.140082955,0.013633013,0.013633013,0,0.021113038,0.007480025,0.007480025,0.051218987,1.153715968,1.153715968,1.161195993,1.109977007,Positive Impact
SIN12813-USD,23-01-2022,00:00:00,12:00 AM,1597667,0.161412001,0.007217005,0.007217005,0,0.009292006,0.002075002,0.002075002,0.012507007,0.168629006,0.168629006,0.170704007,0.158197001,Positive Impact
ALPHA-USD,30-12-2021,00:00:00,12:00 AM,12000894,0.683977008,0.006639004,0.006639004,0,0.017188013,0.010549009,0.010549009,0.034102023,0.690616012,0.690616012,0.70116502,0.667062998,Positive Impact
NETVR-USD,16-10-2024,00:00:00,12:00 AM,331563,0.109903999,-0.010073997,-0.010073997,0,0.037728004,0.047802001,0.047802001,0.050364003,0.099830002,0.099830002,0.147632003,0.097268,Negative Impact
XRP-USD,07-09-2021,00:00:00,12:00 AM,11310427430,1.389438033,-0.264339089,-0.264339089,0,0.002056956,0.266396046,0.266396046,0.416040003,1.125098944,1.125098944,1.391494989,0.975454986,Negative Impact
CKB-USD,13-02-2024,00:00:00,12:00 AM,336740472,0.005751,0.003087,0.003087,0,0.004276,0.001189,0.001189,0.004353,0.008838,0.008838,0.010027,0.005674,Positive Impact
NEI-USD,21-12-2024,00:00:00,12:00 AM,2395837,0.007692,0.000815,0.000815,0,0.000815,0,0,0.001104,0.008507,0.008507,0.008507,0.007403,Positive Impact
OMG-USD,20-02-2019,00:00:00,12:00 AM,46379965,1.294836998,0.037927985,0.037927985,0,0.056774974,0.018846989,0.018846989,0.066509008,1.332764983,1.332764983,1.351611972,1.285102963,Positive Impact
GLQ-USD,13-07-2021,00:00:00,12:00 AM,562533,0.019319,-0.001776,-0.001776,0,0.000241,0.002017001,0.002017001,0.002154,0.017542999,0.017542999,0.01956,0.017406,Negative Impact
BNX23635-USD,13-10-2023,00:00:00,12:00 AM,11677964,0.275222987,-0.012162,-0.012162,0,0.000406027,0.012568027,0.012568027,0.022520006,0.263060987,0.263060987,0.275629014,0.253109008,Negative Impact
HYDRA-USD,17-01-2024,00:00:00,12:00 AM,74966,0.641147017,0.006760001,0.006760001,0,0.00967598,0.002915978,0.002915978,0.011187017,0.647907019,0.647907019,0.650822997,0.63963598,Positive Impact
SRK-USD,24-05-2019,00:00:00,12:00 AM,47672,0.000102,4.20E-05,4.20E-05,0,5.20E-05,1.00E-05,1.00E-05,6.40E-05,0.000144,0.000144,0.000154,9.00E-05,Negative Impact
OMNOM-USD,26-02-2023,00:00:00,12:00 AM,42771,0,0,0,0,0,0,0,0,0,0,0,0,No Impact
STARL-USD,16-04-2022,00:00:00,12:00 AM,2597695,1.30E-05,0,0,0,0,0,0,0,1.30E-05,1.30E-05,1.30E-05,1.30E-05,No Impact
RARI-USD,13-05-2021,00:00:00,12:00 AM,4271985,13.8260746,-0.936392784,-0.936392784,0,0.476225853,1.412618637,1.412618637,2.183597565,12.88968182,12.88968182,14.30230045,12.11870289,Negative Impact
RAY-USD,04-06-2023,00:00:00,12:00 AM,3933950,0.224868,-0.007170007,-0.007170007,0,0.000329003,0.007499009,0.007499009,0.009530008,0.217697993,0.217697993,0.225197002,0.215666994,Negative Impact
STORJ-USD,13-09-2023,00:00:00,12:00 AM,103182188,0.294196993,0.03430301,0.03430301,0,0.044226021,0.009923011,0.009923011,0.044226021,0.328500003,0.328500003,0.338423014,0.294196993,Positive Impact
ISK-USD,01-08-2024,00:00:00,12:00 AM,105785,0.052832998,-0.000574,-0.000574,0,0.000610001,0.001184002,0.001184002,0.002096999,0.052258998,0.052258998,0.053443,0.051346,Negative Impact
WBTC-USD,05-09-2022,00:00:00,12:00 AM,147109055,19962.46484,-144.9804688,-144.9804688,0,53.25390625,198.234375,198.234375,308.5742188,19817.48438,19817.48438,20015.71875,19707.14453,Negative Impact
BTS-USD,10-06-2024,00:00:00,12:00 AM,125874,0.002929,-2.50E-05,-2.50E-05,0,3.80E-05,6.30E-05,6.30E-05,7.70E-05,0.002904,0.002904,0.002967,0.00289,Negative Impact
ADA-USD,14-12-2017,00:00:00,12:00 AM,309307008,0.133667007,0.107085988,0.107085988,0,0.107085988,0,0,0.108909994,0.240752995,0.240752995,0.240752995,0.131843001,Positive Impact
GLMR-USD,29-11-2022,00:00:00,12:00 AM,7765914,0.33980599,0.011474997,0.011474997,0,0.016102016,0.004627019,0.004627019,0.017379999,0.351280987,0.351280987,0.355908006,0.338528007,Positive Impact
LINA7102-USD,17-04-2022,00:00:00,12:00 AM,12030685,0.021637,-0.001031,-0.001031,0,0.000678999,0.00171,0.00171,0.001730999,0.020606,0.020606,0.022315999,0.020585001,Negative Impact
POWR-USD,30-01-2018,00:00:00,12:00 AM,18326800,1.021479964,-0.17284894,-0.17284894,0,0,0.17284894,0.17284894,0.192692935,0.848631024,0.848631024,1.021479964,0.828787029,Negative Impact
XRP-USD,04-09-2024,00:00:00,12:00 AM,1106776733,0.557398021,0.00077796,0.00077796,0,0.007099986,0.006322026,0.006322026,0.024605989,0.558175981,0.558175981,0.564498007,0.539892018,Positive Impact
METAL17588-USD,12-08-2023,00:00:00,12:00 AM,12253,0.000549,-8.00E-06,-8.00E-06,0,4.50E-05,5.30E-05,5.30E-05,6.20E-05,0.000541,0.000541,0.000594,0.000532,Negative Impact
XNO-USD,03-11-2018,00:00:00,12:00 AM,2089170,1.956419945,-0.022919893,-0.022919893,0,0.005010009,0.027929902,0.027929902,0.043869972,1.933500051,1.933500051,1.961429954,1.917559981,Negative Impact
MLT-USD,23-11-2022,00:00:00,12:00 AM,721971,0.112686001,0.005327001,0.005327001,0,0.008739002,0.003412001,0.003412001,0.010163002,0.118013002,0.118013002,0.121425003,0.111262001,Positive Impact
TIME-USD,18-07-2022,00:00:00,12:00 AM,10436113,125.1926498,-32.19087982,-32.19087982,0,0.178344727,32.36922455,32.36922455,38.94722748,93.00177002,93.00177002,125.3709946,86.42376709,Negative Impact
BAAS-USD,02-11-2019,00:00:00,12:00 AM,52485,0.000905,2.00E-06,2.00E-06,0,1.30E-05,1.10E-05,1.10E-05,3.90E-05,0.000907,0.000907,0.000918,0.000879,Negative Impact
CTCN-USD,25-05-2020,00:00:00,12:00 AM,39941,0.915084004,0.055801988,0.055801988,0,0.120573997,0.06477201,0.06477201,0.199374974,0.970885992,0.970885992,1.035658002,0.836283028,Positive Impact
CAS-USD,30-12-2023,00:00:00,12:00 AM,68547,0.005371,-7.60E-05,-7.60E-05,0,0.000119,0.000195,0.000195,0.000377,0.005295,0.005295,0.00549,0.005113,Negative Impact
VNXAU-USD,11-11-2022,00:00:00,12:00 AM,379361,57.9551506,-1.284851074,-1.284851074,0,0.38879776,1.673648834,1.673648834,2.549777985,56.67029953,56.67029953,58.34394836,55.79417038,Negative Impact
MTV-USD,19-01-2021,00:00:00,12:00 AM,76146,0.000278,-3.00E-06,-3.00E-06,0,1.00E-05,1.30E-05,1.30E-05,2.20E-05,0.000275,0.000275,0.000288,0.000266,Negative Impact
ETC-USD,27-09-2018,00:00:00,12:00 AM,175910000,11.00629997,0.411100388,0.411100388,0,0.476400375,0.065299988,0.065299988,0.650000572,11.41740036,11.41740036,11.48270035,10.83269978,Positive Impact
FTN-USD,22-09-2023,00:00:00,12:00 AM,1561859,1.099035978,-0.013888955,-0.013888955,0,0.008185029,0.022073984,0.022073984,0.027052999,1.085147023,1.085147023,1.107221007,1.080168009,Negative Impact
DKA-USD,06-05-2024,00:00:00,12:00 AM,2507587,0.031608999,-0.000353999,-0.000353999,0,0.000559002,0.000913002,0.000913002,0.001957001,0.031254999,0.031254999,0.032168001,0.030211,Negative Impact
PSG-USD,03-11-2022,00:00:00,12:00 AM,8564475,6.83382988,0.027297974,0.027297974,0,0.242799282,0.215501308,0.215501308,0.242799282,6.861127853,6.861127853,7.076629162,6.83382988,Positive Impact
MOVE23359-USD,07-07-2023,00:00:00,12:00 AM,2017,0.037749,-9.20E-05,-9.20E-05,0,0.000557002,0.000649001,0.000649001,0.001448002,0.037657,0.037657,0.038306002,0.036858,Negative Impact
CVC-USD,13-03-2023,00:00:00,12:00 AM,21656809,0.096123002,0.010363996,0.010363996,0,0.010830998,0.000467002,0.000467002,0.010830998,0.106486998,0.106486998,0.106954001,0.096123002,Positive Impact
ORAI-USD,20-11-2021,00:00:00,12:00 AM,752917,14.14442062,-0.9326334,-0.9326334,0,0.506315231,1.438948631,1.438948631,1.775989532,13.21178722,13.21178722,14.65073586,12.87474632,Negative Impact
SRK-USD,01-09-2022,00:00:00,12:00 AM,239301,0.000358,-1.50E-05,-1.50E-05,0,2.00E-06,1.70E-05,1.70E-05,1.90E-05,0.000343,0.000343,0.00036,0.000341,Negative Impact
CTSI-USD,03-07-2021,00:00:00,12:00 AM,16058434,0.44847399,-0.006046981,-0.006046981,0,0.005328,0.01137498,0.01137498,0.021361977,0.442427009,0.442427009,0.45380199,0.432440013,Negative Impact
BLY-USD,04-10-2021,00:00:00,12:00 AM,921933,0.024963001,-0.000597,-0.000597,0,3.80E-05,0.000635,0.000635,0.001116,0.024366001,0.024366001,0.025001001,0.023885,Negative Impact
AXEL-USD,20-10-2023,00:00:00,12:00 AM,23535,0.128460005,0.005373001,0.005373001,0,0.01015,0.004776999,0.004776999,0.029469006,0.133833006,0.133833006,0.138610005,0.109141,Positive Impact
POND-USD,18-05-2021,00:00:00,12:00 AM,7009529,0.136969,-0.000981003,-0.000981003,0,0.007596001,0.008577004,0.008577004,0.0132,0.135987997,0.135987997,0.144565001,0.131365001,Negative Impact
WGS,04-11-2021,13:30:00,1:30 PM,42552,278.1900024,12.20999146,12.20999146,0,24.75,12.54000854,12.54000854,28.70999146,290.3999939,290.3999939,302.9400024,274.230011,Positive Impact
GOLD,10-08-2023,13:30:00,1:30 PM,11986200,16.61000061,0.049999237,-0.435909271,0.485908508,0.239999771,0.190000534,0.675909042,0.340000153,16.65999985,16.17409134,16.85000038,16.51000023,Positive Impact
BCH-USD,21-05-2021,00:00:00,12:00 AM,7998797485,819.8371582,-131.8800049,-131.8800049,0,32.27258301,164.1525879,164.1525879,243.9103394,687.9571533,687.9571533,852.1097412,608.1994019,Negative Impact
RARI-USD,03-11-2022,00:00:00,12:00 AM,3406690,3.351407051,-0.032384157,-0.032384157,0,0.140924931,0.173309088,0.173309088,0.40211606,3.319022894,3.319022894,3.492331982,3.090215921,Negative Impact
ZANO-USD,29-04-2023,00:00:00,12:00 AM,97533,1.354773045,-0.02692008,-0.02692008,0,0.027318954,0.054239035,0.054239035,0.057909966,1.327852964,1.327852964,1.382091999,1.324182034,Negative Impact
FEG32074-USD,07-09-2024,00:00:00,12:00 AM,332732,0.000371,1.40E-05,1.40E-05,0,1.70E-05,3.00E-06,3.00E-06,2.00E-05,0.000385,0.000385,0.000388,0.000368,Negative Impact
ROSE-USD,14-10-2021,00:00:00,12:00 AM,56820031,0.201652005,0.007173002,0.007173002,0,0.016204998,0.009031996,0.009031996,0.017517999,0.208825007,0.208825007,0.217857003,0.200339004,Positive Impact
AXEL-USD,11-08-2022,00:00:00,12:00 AM,127618,0.174796999,7.30E-05,7.30E-05,0,0.006384,0.006310999,0.006310999,0.006724998,0.174869999,0.174869999,0.181180999,0.174456,Negative Impact
GOLD,16-11-2023,14:30:00,2:30 PM,14929300,15.71000004,0.170000076,-0.198226929,0.368227005,0.380000114,0.210000038,0.578227043,0.400000572,15.88000011,15.51177311,16.09000015,15.68999958,Positive Impact
WMOVR-USD,03-07-2023,00:00:00,12:00 AM,60353,5.647089005,0.351194859,0.351194859,0,0.46569109,0.114496231,0.114496231,0.468963146,5.998283863,5.998283863,6.112780094,5.643816948,Positive Impact
XTP-USD,08-05-2022,00:00:00,12:00 AM,199,0.00071,-2.90E-05,-2.90E-05,0,0,2.90E-05,2.90E-05,0.000366,0.000681,0.000681,0.00071,0.000344,Negative Impact
BITCI-USD,18-09-2023,00:00:00,12:00 AM,858447,0.00237,-2.50E-05,-2.50E-05,0,4.00E-06,2.90E-05,2.90E-05,2.90E-05,0.002345,0.002345,0.002374,0.002345,Negative Impact
LSK-USD,30-12-2021,00:00:00,12:00 AM,19058987,2.349891901,0.176743984,0.176743984,0,0.217541218,0.040797234,0.040797234,0.234405041,2.526635885,2.526635885,2.567433119,2.333028078,Positive Impact
ORAI-USD,10-03-2024,00:00:00,12:00 AM,4287072,18.03687286,-0.278739929,-0.278739929,0,0.643798828,0.922538757,0.922538757,1.507024765,17.75813293,17.75813293,18.68067169,17.17364693,Negative Impact
XFC-USD,22-11-2023,00:00:00,12:00 AM,85469,0.008074,-1.40E-05,-1.40E-05,0,7.10E-05,8.50E-05,8.50E-05,9.60E-05,0.00806,0.00806,0.008145,0.008049,Negative Impact
PORNROCKET-USD,27-08-2021,00:00:00,12:00 AM,1734535,0,0,0,0,0,0,0,0,0,0,0,0,No Impact
REVV-USD,18-10-2022,00:00:00,12:00 AM,447028,0.015658,-3.60E-05,-3.60E-05,0,0.000334999,0.000370999,0.000370999,0.000455999,0.015622,0.015622,0.015992999,0.015537,Negative Impact
SOLO-USD,24-03-2022,00:00:00,12:00 AM,872718,0.332545012,-0.008144021,-0.008144021,0,0.00020799,0.008352011,0.008352011,0.009128988,0.324400991,0.324400991,0.332753003,0.323624015,Negative Impact
DYDX-USD,13-07-2022,00:00:00,12:00 AM,103928285,1.748487949,0.056354046,0.056354046,0,0.116936088,0.060582042,0.060582042,0.183319092,1.804841995,1.804841995,1.865424037,1.682104945,Positive Impact
WLD-USD,13-02-2025,00:00:00,12:00 AM,160453839,1.283481002,-0.057865977,-0.057865977,0,0.008110046,0.065976024,0.065976024,0.081017017,1.225615025,1.225615025,1.291591048,1.210574031,Negative Impact
EFC-USD,02-11-2024,00:00:00,12:00 AM,132019,0.818463981,-0.021627009,-0.021627009,0,0.018528044,0.040155053,0.040155053,0.049511015,0.796836972,0.796836972,0.836992025,0.78748101,Negative Impact
KRL-USD,22-07-2021,00:00:00,12:00 AM,15074,0.231683001,0.001718,0.001718,0,0.004475996,0.002757996,0.002757996,0.005469993,0.233401,0.233401,0.236158997,0.230689004,Positive Impact
SHR-USD,09-12-2022,00:00:00,12:00 AM,155287,0.001424,-7.00E-05,-7.00E-05,0,0.000135,0.000205,0.000205,0.00021,0.001354,0.001354,0.001559,0.001349,Negative Impact
PROS8255-USD,07-12-2021,00:00:00,12:00 AM,1649721,1.413481951,0.016454101,0.016454101,0,0.091592073,0.075137973,0.075137973,0.103968978,1.429936051,1.429936051,1.505074024,1.401105046,Positive Impact
DHN-USD,10-05-2023,00:00:00,12:00 AM,1307,0.008696,0.001275,0.001275,0,0.001337,6.20E-05,6.20E-05,0.001467001,0.009971,0.009971,0.010033,0.008566,Positive Impact
CEEK-USD,27-10-2019,00:00:00,12:00 AM,13386,0.002091,0.000198,0.000198,0,0.000244,4.60E-05,4.60E-05,0.000272,0.002289,0.002289,0.002335,0.002063,Positive Impact
MNW-USD,12-05-2022,00:00:00,12:00 AM,572832,0.648272991,-0.02394402,-0.02394402,0,0.04560101,0.069545031,0.069545031,0.196565002,0.624328971,0.624328971,0.693874002,0.497308999,Negative Impact
HYDRA-USD,13-02-2021,00:00:00,12:00 AM,87734,3.242707968,0.249963999,0.249963999,0,0.250020981,5.70E-05,5.70E-05,0.280369043,3.492671967,3.492671967,3.492728949,3.212359905,Positive Impact
DAG-USD,30-10-2020,00:00:00,12:00 AM,120594,0.010081,0.000698,0.000698,0,0.001175,0.000477,0.000477,0.001485,0.010779,0.010779,0.011256,0.009771,Positive Impact
WZEDX-USD,11-02-2025,00:00:00,12:00 AM,27007824,0.29994601,-0.000523001,-0.000523001,0,0.003180981,0.003703982,0.003703982,0.004821002,0.299423009,0.299423009,0.303126991,0.298305988,Negative Impact
XMR-USD,24-09-2023,00:00:00,12:00 AM,32559994,141.7882843,1.945648193,1.945648193,0,2.643432617,0.697784424,0.697784424,2.72668457,143.7339325,143.7339325,144.4317169,141.7050323,Positive Impact
BOA-USD,05-10-2022,00:00:00,12:00 AM,934146,0.042624,0.002448,0.002448,0,0.002921,0.000473,0.000473,0.003724001,0.045072,0.045072,0.045545001,0.041820999,Positive Impact
ALPINE-USD,09-10-2024,00:00:00,12:00 AM,49570627,1.502236962,0.051619053,0.051619053,0,0.305520058,0.253901005,0.253901005,0.388311028,1.553856015,1.553856015,1.80775702,1.419445992,Positive Impact
CRPT-USD,22-09-2021,00:00:00,12:00 AM,312204,0.134072006,0.009585992,0.009585992,0,0.011170998,0.001585007,0.001585007,0.011305004,0.143657997,0.143657997,0.145243004,0.133938,Positive Impact
WAN-USD,18-11-2019,00:00:00,12:00 AM,3344646,0.260457009,-0.027749002,-0.027749002,0,0.004853994,0.032602996,0.032602996,0.037296996,0.232708007,0.232708007,0.265311003,0.228014007,Negative Impact
HYDRA-USD,22-10-2024,00:00:00,12:00 AM,116162,0.215713993,-0.002637997,-0.002637997,0,0.000265002,0.002903,0.002903,0.002970994,0.213075995,0.213075995,0.215978995,0.213008001,Negative Impact
MIX-USD,25-01-2022,00:00:00,12:00 AM,2625659,0.01001,0.000375,0.000375,0,0.000568,0.000193,0.000193,0.000923,0.010385,0.010385,0.010578,0.009655,Positive Impact
SC-USD,03-04-2019,00:00:00,12:00 AM,4719960,0.003223,7.40E-05,7.40E-05,0,0.000318,0.000244,0.000244,0.000337,0.003297,0.003297,0.003541,0.003204,Negative Impact
STX4847-USD,25-05-2021,00:00:00,12:00 AM,25569709,1.068333983,-0.052238941,-0.052238941,0,0.01938498,0.071623921,0.071623921,0.152095973,1.016095042,1.016095042,1.087718964,0.93562299,Negative Impact
AOG-USD,17-11-2021,00:00:00,12:00 AM,17226,0.159761995,-0.000441,-0.000441,0,0.002122998,0.002563998,0.002563998,0.005313993,0.159320995,0.159320995,0.161884993,0.156571001,Negative Impact
SKEY-USD,12-12-2023,00:00:00,12:00 AM,231914,0.016989,-0.000301,-0.000301,0,0.002034999,0.002335999,0.002335999,0.00245,0.016688,0.016688,0.019024,0.016573999,Negative Impact
ALGO-USD,04-12-2022,00:00:00,12:00 AM,37889987,0.237909004,0.002203003,0.002203003,0,0.002490997,0.000287995,0.000287995,0.002841994,0.240112007,0.240112007,0.240400001,0.237558007,Positive Impact
OGN-USD,11-06-2021,00:00:00,12:00 AM,85878206,0.770681024,-0.000271022,-0.000271022,0,0.130620003,0.130891025,0.130891025,0.166088045,0.770410001,0.770410001,0.901301026,0.735212982,Negative Impact
T-USD,22-03-2025,15:10:00,3:10 PM,6743792,0.016446652,7.91E-05,7.91E-05,0,0.000325043,0.000245938,0.000245938,0.000359731,0.016525757,0.016525757,0.016771695,0.016411964,Negative Impact
MONA-USD,07-12-2020,00:00:00,12:00 AM,2158301,1.436859012,-0.032381058,-0.032381058,0,0.008139968,0.040521026,0.040521026,0.053206921,1.404477954,1.404477954,1.44499898,1.391792059,Negative Impact
FLUX-USD,13-08-2020,00:00:00,12:00 AM,2364979,0.043111,-0.000881001,-0.000881001,0,0.004478998,0.00536,0.00536,0.007957,0.042229999,0.042229999,0.047589999,0.039632998,Negative Impact
CPR17545-USD,20-02-2024,00:00:00,12:00 AM,649814,0.001077,-0.000108,-0.000108,0,0,0.000108,0.000108,0.000133,0.000969,0.000969,0.001077,0.000944,Negative Impact
ICE27650-USD,20-03-2025,00:00:00,12:00 AM,10503421,0.004175,-7.80E-05,-7.80E-05,0,0.000117,0.000195,0.000195,0.000239,0.004097,0.004097,0.004292,0.004053,Negative Impact
JUV-USD,04-06-2023,00:00:00,12:00 AM,1139342,2.486165047,-0.060409069,-0.060409069,0,0.022212982,0.082622051,0.082622051,0.083456993,2.425755978,2.425755978,2.508378029,2.424921036,Negative Impact
OGN-USD,09-06-2024,00:00:00,12:00 AM,7351318,0.135033995,0.001585007,0.001585007,0,0.002113,0.000527993,0.000527993,0.003398001,0.136619002,0.136619002,0.137146994,0.133748993,Positive Impact
KNC-USD,04-11-2021,00:00:00,12:00 AM,56764087,2.101109028,-0.100425959,-0.100425959,0,0,0.100425959,0.100425959,0.154518008,2.000683069,2.000683069,2.101109028,1.94659102,Negative Impact
POWSCHE-USD,02-12-2024,00:00:00,12:00 AM,247240,0.091121003,-0.000247002,-0.000247002,0,0.003716998,0.003963999,0.003963999,0.014297001,0.090874001,0.090874001,0.094838001,0.080541,Negative Impact
KLV-USD,06-12-2024,00:00:00,12:00 AM,1325240,0.006927,-0.00025,-0.00025,0,6.30E-05,0.000313,0.000313,0.000725,0.006677,0.006677,0.00699,0.006265,Negative Impact
EVER-USD,04-11-2023,00:00:00,12:00 AM,218749,0.023863001,0.000725999,0.000725999,0,0.000743,1.70E-05,1.70E-05,0.000745,0.024589,0.024589,0.024606001,0.023861,Positive Impact
SCP-USD,28-08-2023,00:00:00,12:00 AM,371,0.102296002,-0.001961999,-0.001961999,0,0.000253998,0.002215996,0.002215996,0.004055999,0.100334004,0.100334004,0.10255,0.098494001,Negative Impact
GOLD,11-11-2016,14:30:00,2:30 PM,34916900,15.78999996,-0.949999809,-3.155213356,2.205213547,0.029999733,0.979999542,3.185213089,1.159999847,14.84000015,12.63478661,15.81999969,14.65999985,Negative Impact
CTY-USD,27-12-2023,00:00:00,12:00 AM,172746,22.12741852,0.88228035,0.88228035,0,0.912027359,0.029747009,0.029747009,4.001117706,23.00969887,23.00969887,23.03944588,19.03832817,Positive Impact
TAVA-USD,07-01-2023,00:00:00,12:00 AM,1224696,0.200717002,0.002930999,0.002930999,0,0.006704003,0.003773004,0.003773004,0.009451002,0.203648001,0.203648001,0.207421005,0.197970003,Positive Impact
WAXP-USD,25-11-2023,00:00:00,12:00 AM,9608665,0.062816001,0.001681,0.001681,0,0.002325997,0.000644997,0.000644997,0.002804998,0.064497001,0.064497001,0.065141998,0.062337,Positive Impact
RLY-USD,15-01-2025,00:00:00,12:00 AM,38421,0.001913,0.000114,0.000114,0,0.000125,1.10E-05,1.10E-05,0.000125,0.002027,0.002027,0.002038,0.001913,Positive Impact
TURBO-USD,16-06-2024,00:00:00,12:00 AM,32389483,0.004606,2.70E-05,2.70E-05,0,0.000117,9.00E-05,9.00E-05,0.000312,0.004633,0.004633,0.004723,0.004411,Negative Impact
WSTETH-USD,07-07-2024,00:00:00,12:00 AM,38700320,3590.239014,-144.6154785,-144.6154785,0,0.131103516,144.746582,144.746582,144.9228516,3445.623535,3445.623535,3590.370117,3445.447266,Negative Impact
